# US cities with population >= 5,000.
# Derived from GeoNames cities5000 (https://www.geonames.org/), CC-BY 4.0.
city,state,latitude,longitude,population
Country Club Estates,GA,33.9893,-83.4096,7555
Lamar,CO,38.0872,-102.6208,7555
Orland,CA,39.7474,-122.1964,7550
Corning,CA,39.9277,-122.1792,7548
Murrells Inlet,SC,33.551,-79.0414,7547
River Rouge,MI,42.2734,-83.1344,7546
Gonzales,TX,29.5016,-97.4525,7544
Garnet,CA,33.927,-116.477,7543
Yorkshire,VA,38.7932,-77.4478,7541
Rathdrum,ID,47.8124,-116.8966,7538
Waterboro,ME,43.5356,-70.7151,7532
Rhinelander,WI,45.6366,-89.4121,7526
Rockton,IL,42.4525,-89.0723,7525
Auburn,GA,34.0137,-83.8277,7524
Escalon,CA,37.7978,-120.9979,7523
Seminole,OK,35.2245,-96.6706,7522
Highlands,TX,29.8188,-95.056,7522
Fort Lee,VA,37.4957,-77.3353,7520
Chester Springs,PA,40.0951,-75.6169,7520
Herkimer,NY,43.0256,-74.986,7519
Waite Park,MN,45.5572,-94.2242,7517
Connellsville,PA,40.0179,-79.5895,7515
Green,OR,43.1604,-123.3679,7515
Haddon Heights,NJ,39.8773,-75.0646,7514
Lancaster,MA,42.4556,-71.6731,7509
Oak Island,NC,33.9166,-78.1611,7507
Clewiston,FL,26.7542,-80.9337,7505
Iron Mountain,MI,45.8202,-88.066,7504
Ashland,VA,37.759,-77.48,7503
Marengo,IL,42.2486,-88.6084,7503
Crystal City,TX,28.6775,-99.8281,7496
Plymouth,MA,41.9584,-70.6673,7494
Melrose Park,FL,26.1134,-80.1934,7492
Silvis,IL,41.5123,-90.4151,7491
Page,AZ,36.9147,-111.4558,7490
Oakland,TN,35.229,-89.5151,7488
Monessen,PA,40.1484,-79.8878,7483
Saint Louis,MI,43.4084,-84.6067,7482
South Berwick,ME,43.2345,-70.8095,7480
Aurora,MO,36.9709,-93.718,7477
Navasota,TX,30.388,-96.0877,7476
Salem,UT,40.053,-111.6735,7475
Rockville,CT,41.8668,-72.4495,7474
Bemis,MA,42.3687,-71.2037,7472
Swainsboro,GA,32.5974,-82.3337,7471
Citrus Hills,FL,28.8883,-82.4326,7470
Villa Hills,KY,39.0634,-84.593,7468
Fishersville,VA,38.099,-78.9692,7462
Sioux Center,IA,43.0797,-96.1756,7461
Pembroke,NH,43.1467,-71.4576,7461
LaFollette,TN,36.3829,-84.1199,7456
Charles City,IA,43.0664,-92.6724,7455
Palmyra,PA,40.309,-76.5933,7451
Seminole,TX,32.719,-102.6449,7448
Irondale,GA,33.4807,-84.3588,7446
Nantucket,MA,41.2835,-70.0995,7446
Orting,WA,47.0979,-122.2043,7446
Cotati,CA,38.3269,-122.7072,7445
Oak Grove,KY,36.6651,-87.4428,7444
Twin Rivers,NJ,40.264,-74.4913,7443
Mentor-on-the-Lake,OH,41.705,-81.3604,7443
Middletown,PA,40.644,-75.3324,7441
Pinson,AL,33.689,-86.6833,7438
Lemoore Station,CA,36.2633,-119.9048,7438
Melissa,TX,33.2859,-96.5728,7436
Lugoff,SC,34.2274,-80.6893,7434
Gresham Park,GA,33.7034,-84.3144,7432
Dunellen,NJ,40.5893,-74.4718,7431
Celebration,FL,28.3253,-81.5331,7427
Round Lake Park,IL,42.357,-88.0768,7426
Calipatria,CA,33.1256,-115.5142,7424
Battery Park City,NY,40.7115,-74.0162,7422
Mount Horeb,WI,43.0086,-89.7385,7421
Independent Hill,VA,38.636,-77.4378,7419
Brattleboro,VT,42.8509,-72.5579,7414
Joshua Tree,CA,34.1347,-116.3131,7414
Fairlawn,OH,41.1278,-81.6098,7413
Hatboro,PA,40.1743,-75.1068,7411
Washington,IA,41.2992,-91.6929,7408
Fair Oaks Ranch,TX,29.7458,-98.6434,7407
McGregor,FL,26.5609,-81.9145,7406
Ormond-by-the-Sea,FL,29.3491,-81.0665,7406
Mexia,TX,31.6799,-96.4822,7406
Midland Beach,NY,40.5732,-74.0946,7402
Larose,LA,29.5724,-90.3817,7400
Roanoke,TX,33.004,-97.2258,7400
Manhattan,IL,41.4225,-87.9859,7400
Globe,AZ,33.3942,-110.7865,7396
West Dundee,IL,42.0981,-88.2829,7395
Park City,IL,42.3484,-87.8842,7392
Philadelphia,MS,32.7715,-89.1167,7391
Chehalis,WA,46.6621,-122.964,7391
Northport,NY,40.9009,-73.3432,7390
Corbin,KY,36.9487,-84.0969,7389
Clinton,MA,42.4168,-71.6829,7389
Cohasset,MA,42.2418,-70.8037,7388
Glastonbury Center,CT,41.7009,-72.5995,7387
Edgewater Park,NJ,40.0682,-74.9007,7387
Batesville,MS,34.3115,-89.9443,7385
Felida,WA,45.7096,-122.7073,7385
Dayton,TN,35.494,-85.0125,7384
Sterling,MA,42.4376,-71.7606,7384
Hughson,CA,37.5969,-120.866,7384
Carneys Point,NJ,39.7112,-75.4702,7382
Tulpehocken,PA,40.0382,-75.1955,7382
Payette,ID,44.0782,-116.9338,7380
Northgate,OH,39.2528,-84.5924,7377
Capitol Gateway,DC,38.8911,-76.9185,7374
Hampton,GA,33.3871,-84.283,7372
Sandwich,IL,41.6459,-88.6217,7366
Quincy,WA,47.2343,-119.8525,7365
Mansfield Center,MA,42.0226,-71.2181,7360
Saint Augustine Shores,FL,29.8108,-81.3103,7359
Canfield,OH,41.0251,-80.7609,7355
Devils Lake,ND,48.1128,-98.8651,7351
Bay Wood,NY,40.7501,-73.2912,7350
Hampden,MD,39.3309,-76.635,7346
Albertville,MN,45.2377,-93.6544,7345
Murillo Colonia,TX,26.2565,-98.1133,7344
Aberdeen,NC,35.1315,-79.4295,7343
Morrow,GA,33.5832,-84.3394,7338
La Feria,TX,26.159,-97.8239,7338
Hudson,NH,42.7648,-71.4398,7336
Flatwoods,KY,38.5226,-82.7171,7335
Collinsville,VA,36.7151,-79.9153,7335
Nebraska City,NE,40.6767,-95.8592,7335
Williston Park,NY,40.7565,-73.6449,7331
Midland Park,NJ,40.9893,-74.1407,7329
Grandview Heights,OH,39.9798,-83.0407,7328
Hudsonville,MI,42.8709,-85.865,7324
Laughlin,NV,35.1678,-114.573,7323
Floresville,TX,29.1336,-98.1561,7321
Altoona,WI,44.8047,-91.4432,7321
Interlaken,CA,36.9513,-121.7338,7321
Middleborough Center,MA,41.8946,-70.9262,7319
Woodlake,VA,37.4211,-77.6793,7319
Guadalupe,CA,34.9716,-120.5718,7318
Woodlawn,NY,40.8982,-73.8674,7317
Clarkston,WA,46.4163,-117.0456,7317
Wauseon,OH,41.5492,-84.1416,7316
Jennings Lodge,OR,45.3912,-122.6126,7315
Palmyra,NJ,40.0071,-75.0282,7314
Bloomfield,NM,36.7111,-107.9845,7314
Riverdale Park,MD,38.9634,-76.9316,7305
Franklin,LA,29.796,-91.5015,7302
Livingston,MT,45.6624,-110.561,7302
Harrison,WI,44.2278,-88.3359,7302
New Cumberland,PA,40.2323,-76.8847,7295
Hillsborough,NE,41.3004,-96.1288,7290
Fort Bragg,CA,39.4457,-123.8053,7289
Salem,IL,38.627,-88.9456,7287
Buechel,KY,38.1951,-85.6519,7287
Oceano,CA,35.0989,-120.6124,7286
Hastings,MI,42.6459,-85.2908,7284
Westmere,NY,42.6912,-73.8687,7284
Forest City,NC,35.334,-81.8651,7282
Lincolnshire,IL,42.19,-87.9084,7282
Bermuda Dunes,CA,33.7428,-116.2892,7282
Dry Run,OH,39.1042,-84.3305,7281
Green Cove Springs,FL,29.9919,-81.6782,7277
Mead,WA,47.7674,-117.3549,7275
North Springfield,VA,38.8043,-77.2047,7274
Pinon Hills,CA,34.4333,-117.6467,7272
Neptune Beach,FL,30.3119,-81.3965,7269
Odessa,FL,28.1939,-82.5918,7267
Longboat Key,FL,27.4125,-82.659,7266
Westphalia,MD,38.8454,-76.8111,7266
Ville Platte,LA,30.688,-92.2715,7264
Lexington,VA,37.784,-79.4428,7262
Napili-Honokowai,HI,20.9753,-156.6783,7261
Strathmore,NJ,40.3959,-74.2135,7258
Madison,SD,44.0061,-97.114,7258
Tell City,IN,37.9514,-86.7678,7255
New Dorp,NY,40.574,-74.116,7253
Orland Hills,IL,41.5853,-87.8431,7249
Knoxville,IA,41.3208,-93.1094,7248
Homestead Meadows South,TX,31.811,-106.1643,7247
North Patchogue,NY,40.787,-73.009,7246
Bryans Road,MD,38.6271,-77.073,7244
Smithville,NJ,39.494,-74.4571,7242
Southport,NY,42.0548,-76.8191,7238
Rockland,ME,44.1037,-69.1089,7237
Sanibel,FL,26.449,-82.0223,7236
Summit View,WA,47.1363,-122.352,7236
Osceola,AR,35.7051,-89.9695,7233
Inverness,FL,28.8358,-82.3304,7233
Elkins,WV,38.9259,-79.8467,7226
Beacon Square,FL,28.2086,-82.7554,7224
Swanzey,NH,42.8698,-72.2818,7224
Valley Center,KS,37.8347,-97.3734,7222
Woodland Park,CO,38.9939,-105.0569,7222
Saint Francis,MN,45.3869,-93.3594,7218
Putnam,CT,41.9151,-71.909,7214
Leola,PA,40.0879,-76.185,7214
Mount Sterling,KY,38.0565,-83.9433,7208
Mount Vernon,IN,40.6695,-85.8242,7208
Mendota,IL,41.5472,-89.1176,7204
Hiawatha,IA,42.0358,-91.6821,7199
Beaconsfield,MA,42.3368,-71.1412,7199
El Rio,CA,34.2358,-119.1638,7198
Tyrone,GA,33.4712,-84.5971,7194
Winooski,VT,44.4914,-73.1857,7193
Pompano Beach Highlands,FL,26.2829,-80.107,7192
Hudson Falls,NY,43.3006,-73.5859,7191
Kosciusko,MS,33.058,-89.5896,7187
Yardville,NJ,40.1812,-74.6643,7186
Makawao,HI,20.8569,-156.3131,7184
Highland Heights,KY,39.0331,-84.4519,7183
Delafield,WI,43.0608,-88.4037,7180
Minnetrista,MN,44.9383,-93.7177,7178
Lake of the Woods,VA,38.3342,-77.7597,7177
Southgate,FL,27.3081,-82.5098,7173
LaFayette,GA,34.7048,-85.2819,7173
Glenolden,PA,39.9001,-75.2891,7173
Pleasantville,NY,41.1329,-73.7926,7173
Great Barrington,MA,42.1959,-73.3621,7172
New London,WI,44.3928,-88.7398,7172
Downtown,MD,39.2911,-76.6152,7171
Douglas,MA,42.0543,-71.7395,7168
Seward,NE,40.907,-97.0989,7167
Atherton,CA,37.4613,-122.1977,7167
Mills River,NC,35.3884,-82.5668,7162
Shamokin,PA,40.789,-76.5589,7162
Moanalua Valley,HI,21.3531,-157.8871,7162
Pacific,MO,38.482,-90.7415,7161
Applewood,CO,39.7578,-105.1625,7160
Heber Springs,AR,35.4915,-92.0313,7156
East Perrine,FL,25.6087,-80.3389,7156
Kaufman,TX,32.589,-96.3089,7156
Sausalito,CA,37.8591,-122.4852,7156
East Hills,NY,40.7937,-73.6271,7155
Pinehurst,MA,42.5293,-71.2281,7152
Blandon,PA,40.4412,-75.8869,7152
Belen,NM,34.6628,-106.7764,7152
Demopolis,AL,32.5176,-87.8364,7148
Catoosa,OK,36.189,-95.7458,7146
Trumann,AR,35.6737,-90.5073,7145
Keyport,NJ,40.4332,-74.1996,7145
Gulf Hills,MS,30.4305,-88.8423,7144
Madison Park,NJ,40.4515,-74.3079,7144
West Vero Corridor,FL,27.6378,-80.4858,7138
Marshfield,MO,37.3387,-92.9071,7138
Jessup,MD,39.1493,-76.7752,7137
Sullivan,MO,38.2081,-91.1604,7135
Mantua,VA,38.8537,-77.2594,7135
Independence,OH,41.3687,-81.6379,7135
Bonne Terre,MO,37.9231,-90.5554,7133
Islamorada,FL,24.9243,-80.6278,7131
Parkwood,WA,47.5331,-122.6101,7126
Broadview Park,FL,26.0995,-80.2087,7125
Pomona,NJ,39.4785,-74.5752,7124
Providence,UT,41.7063,-111.8172,7124
Pacific,WA,47.2645,-122.2501,7123
Fayetteville,TN,35.152,-86.5705,7121
Piedmont,OK,35.642,-97.7464,7118
Logan,OH,39.5401,-82.4071,7117
Greenville,NY,40.9931,-73.8199,7116
Cuero,TX,29.0939,-97.2892,7115
Vandalia,IL,38.9606,-89.0937,7112
Hempstead,TX,30.0974,-96.0783,7110
Walled Lake,MI,42.5378,-83.481,7110
Austell,GA,33.8126,-84.6344,7107
Venice Gardens,FL,27.0731,-82.4076,7104
Village Saint George,LA,30.3621,-91.0673,7104
Fort Belvoir,VA,38.7119,-77.1459,7100
Los Serranos,CA,33.9728,-117.7081,7099
Richland,MS,32.239,-90.1584,7087
Camden,SC,34.2465,-80.607,7085
Whitefish,MT,48.4111,-114.3376,7073
West Glens Falls,NY,43.3001,-73.684,7071
New Paltz,NY,41.7476,-74.0868,7070
University Park,IL,41.443,-87.6836,7070
Ponchatoula,LA,30.4388,-90.4415,7068
Amory,MS,33.9843,-88.4881,7067
Dayton,NJ,40.3726,-74.5101,7063
Fairfield,NJ,40.8837,-74.306,7063
Ten Hills,MA,42.3968,-71.087,7062
King,NC,36.2807,-80.3592,7059
Mims,FL,28.6653,-80.8448,7058
Kill Devil Hills,NC,36.0307,-75.676,7058
Russellville,KY,36.8453,-86.8872,7056
Perry,FL,30.1177,-83.5827,7055
Ocean City,MD,38.3365,-75.0849,7055
Savage,MD,39.1379,-76.8239,7054
Bellbrook,OH,39.6356,-84.0708,7053
Downtown Brooklyn,NY,40.6937,-73.986,7053
Georgetown,DE,38.6901,-75.3855,7051
Milltown,NJ,40.4562,-74.4432,7049
Clinton,IL,40.1536,-88.9645,7048
Pelham,NY,40.9098,-73.8079,7048
Alta Sierra,CA,35.7313,-118.5539,7047
Morehead,KY,38.184,-83.4327,7045
Marshall,MI,42.2723,-84.9633,7045
Benton,IL,37.9967,-88.9201,7041
Eden Isle,LA,30.2285,-89.7987,7041
Crete,NE,40.6278,-96.9614,7037
Ridley Park,PA,39.8812,-75.3238,7035
Milton-Freewater,OR,45.9326,-118.3877,7035
Winters,CA,38.5249,-121.9708,7034
Lakes of the Four Seasons,IN,41.4103,-87.2131,7033
Huntingdon,PA,40.4848,-78.0103,7029
Westminster,MA,42.5459,-71.9106,7028
Mount Carmel,IL,38.4109,-87.7614,7027
Savannah,TN,35.2248,-88.2492,7027
San Martin,CA,37.0849,-121.6102,7027
Delphos,OH,40.8434,-84.3416,7023
Huron,OH,41.395,-82.5552,7022
Withamsville,OH,39.0623,-84.2883,7021
Baltimore Highlands,MD,39.2332,-76.6366,7019
Stratford,NJ,39.8268,-75.0155,7013
Pikeville,KY,37.4793,-82.5188,7012
Dalton,MA,42.4737,-73.1662,7012
Lake Lorraine,FL,30.4416,-86.5652,7010
Umatilla,OR,45.9173,-119.3425,7009
Oak Hill Park,MA,42.2945,-71.1856,7008
Tolleson,AZ,33.45,-112.2593,7008
Idabel,OK,33.8957,-94.8263,7007
Nyack,NY,41.0906,-73.9179,7004
Eagle Mountain,TX,32.8935,-97.4445,7003
Eglin Village,FL,30.463,-86.5394,7000
Ione,CA,38.3527,-120.9327,7000
Tamalpais Valley,CA,37.8796,-122.5458,7000
Kenton,OR,45.5818,-122.6815,7000
North Portland,OR,45.6104,-122.7034,7000
East End,AR,34.5506,-92.341,6998
Pacific Palisades,HI,21.4256,-157.9535,6997
Tallulah,LA,32.4085,-91.1868,6995
Fairfield Glade,TN,36.0003,-84.8863,6989
Fort Myers Beach,FL,26.4527,-81.9501,6983
North Sarasota,FL,27.3739,-82.5184,6982
Orange Lake,NY,41.5398,-74.0982,6982
Kenwood,OH,39.2106,-84.3672,6981
Old Jefferson,LA,30.3827,-91.017,6980
Roosevelt,UT,40.2994,-109.9888,6980
Burton,SC,32.4357,-80.724,6976
Valley Park,MO,38.5492,-90.4926,6974
Middlebury,CT,41.5279,-73.1276,6974
Kingston,RI,41.4804,-71.5226,6974
Linwood,NJ,39.3398,-74.5752,6973
South Weber,UT,41.1324,-111.9302,6971
Freeland,MI,43.525,-84.1228,6969
Norwich,NY,42.5312,-75.5235,6968
Portage Lakes,OH,41.0073,-81.5271,6968
Cameron Park,TX,25.9645,-97.4767,6963
Cameron Park Colonia,TX,25.9715,-97.4783,6963
Archbald,PA,41.4948,-75.5369,6960
Sturtevant,WI,42.6981,-87.8945,6960
Dade City,FL,28.3647,-82.1959,6955
Scappoose,OR,45.7543,-122.8776,6954
La Junta,CO,37.985,-103.5438,6951
Bridgeport,MI,43.3595,-83.8816,6950
Stratham Station,NH,43.0529,-70.8953,6949
Black Jack,MO,38.7934,-90.2673,6947
Etowah,NC,35.3176,-82.5943,6944
Laurel,MT,45.6691,-108.7715,6943
Sidney,NE,41.1428,-102.978,6942
Nolensville,TN,35.9523,-86.6694,6939
Terrace Heights,WA,46.6062,-120.4398,6937
Colonial Heights,TN,36.4851,-82.5032,6934
Live Oak,FL,30.295,-82.984,6931
Auburndale,MA,42.3473,-71.2495,6928
Milton,PA,41.012,-76.8477,6928
Cortland,OH,41.3303,-80.7254,6927
Rumson,NJ,40.3721,-73.999,6926
Great Neck Plaza,NY,40.7868,-73.7265,6925
Moapa Valley,NV,36.5805,-114.4703,6924
Gypsum,CO,39.6469,-106.9517,6922
Hickam Field,HI,21.3397,-157.9602,6920
Robinwood,MD,39.637,-77.6569,6918
Templeton,MA,42.5556,-72.0676,6918
Belle Plaine,MN,44.6227,-93.7686,6918
Saint Albans,VT,44.8109,-73.0832,6918
Galax,VA,36.6612,-80.924,6914
South Cleveland,TN,35.106,-84.89,6912
Alta Sierra,CA,39.1416,-121.0538,6911
Homeacre-Lyndora,PA,40.8721,-79.9206,6906
Elkins Park,PA,40.0771,-75.1268,6901
Stratmoor,CO,38.7739,-104.7797,6900
Litchfield,IL,39.1753,-89.6543,6897
Oasis,CA,33.4659,-116.0989,6890
Treasure Island,FL,27.7692,-82.769,6887
Mountainside,NJ,40.6723,-74.3574,6885
Lucas,TX,33.0843,-96.5767,6883
Gorham,ME,43.6795,-70.4442,6882
Aspen,CO,39.1911,-106.8175,6882
Mount Ivy,NY,41.1868,-74.0349,6878
Tufts University,MA,42.4074,-71.1192,6877
Milford,OH,39.1753,-84.2944,6876
Blackwell,OK,36.8045,-97.2828,6875
Lantana,TX,33.0907,-97.1242,6874
Leitchfield,KY,37.48,-86.2939,6873
Plaquemine,LA,30.2901,-91.235,6871
Pollock Pines,CA,38.7616,-120.5861,6871
Viola,NY,41.1365,-74.0824,6868
Ambridge,PA,40.5892,-80.2251,6859
Jackson,WI,43.3239,-88.1668,6859
Mechanicstown,NY,41.4429,-74.3885,6858
Ephraim,UT,39.3597,-111.5863,6857
Laurel Hill,VA,38.7166,-77.2369,6855
Cottage Grove,WI,43.0761,-89.1996,6854
Mira Monte,CA,34.4336,-119.2851,6854
Schriever,LA,29.7421,-90.8104,6853
North Syracuse,NY,43.1348,-76.1299,6853
Pratt,KS,37.6439,-98.7376,6849
Bargersville,IN,39.5209,-86.1678,6846
Carthage,TX,32.1574,-94.3374,6844
Santa Clara,UT,37.133,-113.6541,6841
Walden,NY,41.5612,-74.1885,6839
Huron,CA,36.2027,-120.1029,6836
Loomis,CA,38.8213,-121.193,6836
Orchard Mesa,CO,39.048,-108.529,6836
Newport,TN,35.967,-83.1877,6834
Atlantic,IA,41.4036,-95.0139,6833
Nevada,IA,42.0228,-93.4524,6831
Mantua,PA,39.9626,-75.1913,6829
Tamaqua,PA,40.7973,-75.9694,6829
Middleton,ID,43.7068,-116.6201,6828
Sidney,MT,47.7167,-104.1563,6828
Roeland Park,KS,39.0375,-94.6322,6827
Sequim,WA,48.0796,-123.1023,6826
Warwick,NY,41.2565,-74.3599,6823
Allendale,NJ,41.0415,-74.129,6822
North Amherst,MA,42.4104,-72.5309,6819
Hewlett,NY,40.6432,-73.6957,6819
Winthrop Harbor,IL,42.4789,-87.8237,6818
Barrington,NJ,39.8648,-75.0552,6817
Carmel Hamlet,NY,41.4149,-73.6852,6817
Buena Vista,MI,43.4203,-83.8986,6816
Wickenburg,AZ,33.9686,-112.7296,6806
Tuttle,OK,35.2909,-97.8123,6805
Stevensville,MD,38.9807,-76.3144,6803
Darnestown,MD,39.1034,-77.2908,6802
Lockwood,MT,45.8191,-108.4149,6797
Kirtland,OH,41.6289,-81.3615,6793
Whitemarsh Island,GA,32.0288,-81.0168,6792
Hornsby Bend,TX,30.2474,-97.5833,6791
Myers Corner,NY,41.6062,-73.8729,6790
Groesbeck,OH,39.2231,-84.5869,6788
Lake City,SC,33.871,-79.7554,6788
Palmer,AK,61.5994,-149.1146,6788
Nappanee,IN,41.4428,-86.0014,6787
Stickney,IL,41.8214,-87.7828,6786
Martins Ferry,OH,40.0959,-80.7245,6786
Landen,OH,39.312,-84.283,6782
Atkinson,NH,42.8384,-71.147,6782
Stanwood,WA,48.2412,-122.3707,6779
Crescent City,CA,41.7559,-124.2018,6774
Gibsonville,NC,36.1057,-79.5422,6773
Hamilton,AL,34.1423,-87.9886,6772
Cos Cob,CT,41.0334,-73.5996,6770
Fairview,GA,34.9456,-85.2844,6769
Taylor Mill,KY,38.9976,-84.4963,6769
East Porterville,CA,36.0575,-118.9757,6767
Clackamas,OR,45.4076,-122.5704,6767
Ogden,NC,34.2724,-77.8186,6766
Bayville,NY,40.9106,-73.5621,6764
Nitro,WV,38.4148,-81.844,6763
West Point,NY,41.3915,-73.956,6763
Commerce,GA,34.204,-83.4571,6762
Belle Harbor,NY,40.5759,-73.8482,6758
Bowleys Quarters,MD,39.3354,-76.3902,6755
Fox Point,WI,43.1575,-87.9018,6755
Grove,OK,36.5937,-94.7691,6751
West Bridgewater,MA,42.019,-71.0078,6750
Mount Olympus,UT,40.6855,-111.7885,6748
Souderton,PA,40.3118,-75.3252,6747
Brook Highland,AL,33.4357,-86.6739,6746
Taneytown,MD,39.6579,-77.1744,6746
Greenbrier,TN,36.4275,-86.8047,6745
Manorhaven,NY,40.8432,-73.7148,6744
Kimberly,WI,44.2722,-88.339,6744
Maple Glen,PA,40.1793,-75.1804,6742
Morrilton,AR,35.1509,-92.7441,6738
Willow Oak,FL,27.9161,-82.0179,6732
Aquia Harbour,VA,38.4626,-77.3889,6727
Milton Upper Mills,MA,42.2612,-71.0953,6725
Brandywine,MD,38.6968,-76.8478,6719
Church Hill,TN,36.5223,-82.7135,6719
Anadarko,OK,35.0726,-98.2437,6717
Marion,SC,34.1782,-79.4006,6714
Watford City,ND,47.8022,-103.2832,6708
De Queen,AR,34.0379,-94.3413,6707
Oyster Bay,NY,40.8657,-73.5321,6707
Parkville,PA,39.7812,-76.9633,6706
Wedgefield,FL,28.4878,-81.0773,6705
Whitinsville,MA,42.1112,-71.6662,6704
Farmington,AR,36.042,-94.2472,6701
Millersville,TN,36.3712,-86.71,6700
Longwood - Winton Grove,CA,37.6593,-122.1093,6700
'Ewa Villages-Honouliuli,HI,21.3453,-158.0512,6699
Big Park,AZ,34.7803,-111.7626,6695
Lower Allen,PA,40.2265,-76.9005,6694
Belle Isle,FL,28.4583,-81.3592,6689
Thomson,GA,33.4707,-82.5046,6689
Silsbee,TX,30.3491,-94.178,6688
Sturgis,SD,44.4097,-103.5091,6688
Fircrest,WA,47.2395,-122.516,6687
West View,PA,40.5223,-80.0342,6685
Clifton Heights,PA,39.9293,-75.2963,6684
Flowery Branch,GA,34.1851,-83.9252,6683
Ettrick,VA,37.2401,-77.43,6682
Belfast,ME,44.4259,-69.0064,6682
Cedarhurst,NY,40.6229,-73.7243,6682
Seneca Falls,NY,42.9106,-76.7966,6681
Clairton,PA,40.2923,-79.8817,6681
Air Force Academy,CO,38.9943,-104.8637,6680
North Bend,WA,47.4957,-121.7868,6679
Eagle,CO,39.6553,-106.8286,6678
Saint Gabriel,LA,30.2577,-91.0993,6677
Dillon,SC,34.4166,-79.3712,6677
Scottsburg,IN,38.6856,-85.7703,6674
Garden Home-Whitford,OR,45.464,-122.7589,6674
South Hill,NY,42.4292,-76.4949,6673
Woodridge,DC,38.9312,-76.9711,6671
Oak Ridge,NC,36.1735,-79.9889,6671
Carbondale,CO,39.4022,-107.2112,6670
Trinity,NC,35.8946,-79.9909,6669
Valley City,ND,46.9233,-98.0032,6669
Torrington,WY,42.0625,-104.1844,6669
Welcome,SC,34.8265,-82.439,6668
Normandy Park,WA,47.4362,-122.3407,6668
Greenville,IL,38.8923,-89.4131,6666
Noble,OK,35.1392,-97.3948,6666
East Rochester,NY,43.1087,-77.4875,6666
East Shoreham,NY,40.9448,-72.8795,6666
North Riverside,IL,41.8428,-87.8231,6665
Madras,OR,44.6335,-121.1295,6662
North Caldwell,NJ,40.8648,-74.2582,6661
Ancient Oaks,PA,40.5473,-75.5893,6661
Opp,AL,31.2827,-86.2555,6658
Litchfield,MN,45.1272,-94.528,6657
Boyes Hot Springs,CA,38.3138,-122.4819,6656
Brier,WA,47.7845,-122.2743,6656
Glen Oaks,NY,40.7471,-73.7115,6655
Wollochet,WA,47.2687,-122.584,6651
Hapeville,GA,33.6601,-84.4102,6650
Pea Ridge,WV,38.414,-82.3199,6650
Montevallo,AL,33.1007,-86.8642,6648
Pingree Grove,IL,42.0686,-88.4134,6648
Elsa,TX,26.2934,-97.9931,6647
Thermalito,CA,39.5113,-121.5869,6646
Tuckahoe,NY,40.9504,-73.8274,6643
Viera West,FL,28.245,-80.7338,6641
Airway Heights,WA,47.6446,-117.5933,6639
Folcroft,PA,39.8909,-75.2838,6637
Tecumseh,OK,35.2578,-96.9367,6630
Camp H.M. Smith,HI,21.3847,-157.9096,6626
Barnesville,GA,33.0546,-84.1557,6625
Elmendorf Air Force Base,AK,61.257,-149.6314,6621
North Vernon,IN,39.0062,-85.6236,6619
Green Hill,TN,36.2228,-86.5494,6618
Buena Vista,VA,37.7343,-79.3539,6618
East Glenville,NY,42.8945,-73.9279,6616
Horseheads,NY,42.167,-76.8205,6616
Farr West,UT,41.2972,-112.0277,6616
Oneonta,AL,33.9481,-86.4728,6615
Wharton,NJ,40.8931,-74.5818,6613
Tappan,NY,41.022,-73.9474,6613
Youngtown,AZ,33.5939,-112.3029,6613
Batesville,IN,39.3,-85.2222,6611
Old Greenwich,CT,41.0229,-73.5649,6611
Gleneagle,CO,39.0453,-104.8244,6611
California,PA,40.0656,-79.8917,6608
Irvington,NY,41.0392,-73.8682,6607
Lacy-Lakeview,TX,31.6293,-97.1028,6604
Emmett,ID,43.8735,-116.4993,6604
Springs,NY,41.0162,-72.1592,6592
Wildwood,FL,28.8654,-82.0406,6590
Middlebury (village),VT,44.0155,-73.1694,6588
Shields,MI,43.4153,-84.0564,6587
Centerville,SC,34.532,-82.704,6586
Strasburg,VA,38.9887,-78.3586,6586
Saint John,MO,38.7148,-90.3463,6584
Carrollton,MI,43.4586,-83.9303,6583
Forest Glen,MD,39.0145,-77.0547,6582
Los Fresnos,TX,26.0717,-97.4764,6582
Gridley,CA,39.3638,-121.6936,6582
Rittman,OH,40.9781,-81.7821,6580
Roslyn Heights,NY,40.7887,-73.6474,6577
Bridesburg,PA,40.0004,-75.0696,6573
Lake Shore,WA,45.6907,-122.6909,6571
Canton,NY,44.5956,-75.1691,6570
Lower Allston,MA,42.3646,-71.1258,6570
Cochituate,MA,42.3209,-71.3642,6569
Siesta Key,FL,27.2678,-82.5453,6565
Richboro,PA,40.2151,-75.0107,6563
Bedford,VA,37.3343,-79.5231,6561
Lawrence,NY,40.6157,-73.7296,6559
Abilene,KS,38.9172,-97.2139,6558
Hillsboro,OH,39.2023,-83.6116,6557
Crockett,TX,31.3182,-95.4566,6554
West Slope,OR,45.4987,-122.7645,6554
Southeast Arcadia,FL,27.1863,-81.8521,6554
Henderson,TN,35.4392,-88.6414,6552
Brook Farm,MA,42.2886,-71.163,6551
Mount Vernon,IN,37.9323,-87.895,6550
Lago Vista,TX,30.4602,-97.9883,6550
West Fens,MA,42.343,-71.0984,6548
Unionville,NC,35.0874,-80.509,6547
Ellettsville,IN,39.2339,-86.625,6544
Inverness Highlands South,FL,28.8006,-82.3371,6542
Seaside,OR,45.9932,-123.9226,6540
Silver Springs Shores,FL,29.1044,-82.0206,6539
